"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Union County, IL"	"17181"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	17000	Unreliable
	"Union County, IL"	"17181"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	26	17000	152.9
	"Union County, IL"	"17181"	"2017"	"2017"	"Other specified general symptoms and signs"	"R68.8"	11	17000	Unreliable
	"Union County, IL"	"17181"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	16841	Unreliable
	"Union County, IL"	"17181"	"2018"	"2018"	"Unspecified dementia"	"F03"	11	16841	Unreliable
	"Union County, IL"	"17181"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	28	16841	166.3
	"Union County, IL"	"17181"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	16841	Unreliable
	"Union County, IL"	"17181"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	23	16653	138.1
	"Union County, IL"	"17181"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	12	16653	Unreliable
	"Union County, IL"	"17181"	"2019"	"2019"	"Other ill-defined heart diseases"	"I51.8"	12	16653	Unreliable
	"Union County, IL"	"17181"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	16653	Unreliable
	"Union County, IL"	"17181"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	10	16653	Unreliable
	"Union County, IL"	"17181"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	16653	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	17	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	67	78111	85.8
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Malignant neoplasm without specification of site"	"C80"	14	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	11	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Unspecified dementia"	"F03"	31	78111	39.7
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	22	78111	28.2
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	10	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	76	78111	97.3
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	47	78111	60.2
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	38	78111	48.6
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	21	78111	26.9
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	17	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	56	78111	71.7
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Acute renal failure, unspecified"	"N17.9"	15	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	78111	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	12	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	18	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	62	77909	79.6
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	13	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Malignant neoplasm without specification of site"	"C80"	15	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	10	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Unspecified dementia"	"F03"	29	77909	37.2
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	14	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	63	77909	80.9
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	59	77909	75.7
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Aortic (valve) stenosis"	"I35.0"	10	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	31	77909	39.8
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	28	77909	35.9
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	15	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	13	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	28	77909	35.9
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	46	77909	59.0
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Alcoholic cirrhosis of liver"	"K70.3"	11	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Acute renal failure, unspecified"	"N17.9"	15	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	77909	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	17	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	13	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	19	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	69	76806	89.8
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Unspecified dementia"	"F03"	40	76806	52.1
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Parkinson disease"	"G20"	10	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	38	76806	49.5
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	62	76806	80.7
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	49	76806	63.8
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Atrial fibrillation and flutter"	"I48"	14	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	26	76806	33.9
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	18	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	16	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	49	76806	63.8
	"Vermilion County, IL"	"17183"	"2018"	"2018"	"Assault by other and unspecified firearm discharge"	"X95"	14	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Septicaemia, unspecified"	"A41.9"	12	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	17	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	18	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	70	75758	92.4
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	10	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Unspecified dementia"	"F03"	41	75758	54.1
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Parkinson disease"	"G20"	12	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	39	75758	51.5
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	42	75758	55.4
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	52	75758	68.6
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	35	75758	46.2
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	19	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	11	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	65	75758	85.8
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Other fall on same level"	"W18"	11	75758	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	75758	Unreliable
	"Wabash County, IL"	"17185"	"2016"	"2016"	"Unspecified dementia"	"F03"	12	11492	Unreliable
	"Wabash County, IL"	"17185"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	13	11492	Unreliable
	"Wabash County, IL"	"17185"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	11492	Unreliable
	"Wabash County, IL"	"17185"	"2019"	"2019"	"Unspecified dementia"	"F03"	11	11520	Unreliable
	"Warren County, IL"	"17187"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	17378	Unreliable
	"Warren County, IL"	"17187"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	24	17378	138.1
	"Warren County, IL"	"17187"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	17378	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	17167	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	"Unspecified dementia"	"F03"	13	17167	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	18	17167	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	14	17167	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	17167	Unreliable
	"Warren County, IL"	"17187"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	14	17032	Unreliable
	"Warren County, IL"	"17187"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	16	17032	Unreliable
	"Warren County, IL"	"17187"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	12	17032	Unreliable
	"Warren County, IL"	"17187"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	16844	Unreliable
	"Warren County, IL"	"17187"	"2019"	"2019"	"Unspecified dementia"	"F03"	12	16844	Unreliable
	"Warren County, IL"	"17187"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	23	16844	136.5
	"Warren County, IL"	"17187"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	16844	Unreliable
	"Washington County, IL"	"17189"	"2016"	"2016"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10	14154	Unreliable
	"Washington County, IL"	"17189"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	14154	Unreliable
	"Washington County, IL"	"17189"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	14	14154	Unreliable
	"Washington County, IL"	"17189"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	10	14030	Unreliable
	"Washington County, IL"	"17189"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	11	14030	Unreliable
	"Washington County, IL"	"17189"	"2018"	"2018"	"Unspecified dementia"	"F03"	11	13995	Unreliable
	"Washington County, IL"	"17189"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	13	13995	Unreliable
	"Washington County, IL"	"17189"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	13995	Unreliable
	"Washington County, IL"	"17189"	"2019"	"2019"	"Unspecified dementia"	"F03"	11	13887	Unreliable
	"Wayne County, IL"	"17191"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	14	16396	Unreliable
	"Wayne County, IL"	"17191"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	16396	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	16495	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Unspecified dementia"	"F03"	16	16495	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	10	16495	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	15	16495	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	14	16495	Unreliable
	"Wayne County, IL"	"17191"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	16495	Unreliable
	"Wayne County, IL"	"17191"	"2018"	"2018"	"Unspecified dementia"	"F03"	12	16332	Unreliable
	"Wayne County, IL"	"17191"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	10	16332	Unreliable
	"Wayne County, IL"	"17191"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	16332	Unreliable
	"Wayne County, IL"	"17191"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	16215	Unreliable
	"Wayne County, IL"	"17191"	"2019"	"2019"	"Unspecified dementia"	"F03"	13	16215	Unreliable
	"Wayne County, IL"	"17191"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	15	16215	Unreliable
	"Wayne County, IL"	"17191"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	16215	Unreliable
	"White County, IL"	"17193"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	14292	Unreliable
	"White County, IL"	"17193"	"2016"	"2016"	"Unspecified dementia"	"F03"	21	14292	146.9
	"White County, IL"	"17193"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	14292	Unreliable
	"White County, IL"	"17193"	"2016"	"2016"	"Respiratory arrest"	"R09.2"	17	14292	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	13938	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Unspecified dementia"	"F03"	12	13938	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	18	13938	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	15	13938	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	14	13938	Unreliable
	"White County, IL"	"17193"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	20	13938	143.5
	"White County, IL"	"17193"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	13665	Unreliable
	"White County, IL"	"17193"	"2018"	"2018"	"Unspecified dementia"	"F03"	13	13665	Unreliable
	"White County, IL"	"17193"	"2018"	"2018"	"Heart failure, unspecified"	"I50.9"	12	13665	Unreliable
	"White County, IL"	"17193"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	13665	Unreliable
	"White County, IL"	"17193"	"2019"	"2019"	"Unspecified dementia"	"F03"	15	13537	Unreliable
	"White County, IL"	"17193"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	10	13537	Unreliable
	"White County, IL"	"17193"	"2019"	"2019"	"Heart failure, unspecified"	"I50.9"	13	13537	Unreliable
	"White County, IL"	"17193"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	13537	162.5
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	10	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	15	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	15	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	36	56536	63.7
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Unspecified dementia"	"F03"	36	56536	63.7
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	16	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	38	56536	67.2
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	37	56536	65.4
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	21	56536	37.1
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	20	56536	35.4
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	14	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	11	56536	Unreliable
	"Whiteside County, IL"	"17195"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	25	56536	44.2
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	37	56118	65.9
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	56118	Unreliable
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Malignant neoplasm of prostate"	"C61"	11	56118	Unreliable
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Unspecified dementia"	"F03"	41	56118	73.1
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	35	56118	62.4
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	45	56118	80.2
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	54	56118	96.2
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	28	56118	49.9
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	18	56118	Unreliable
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	56118	Unreliable
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	15	56118	Unreliable
	"Whiteside County, IL"	"17195"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	47	56118	83.8
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	39	55626	70.1
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Malignant neoplasm of prostate"	"C61"	11	55626	Unreliable
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Malignant neoplasm without specification of site"	"C80"	11	55626	Unreliable
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Unspecified dementia"	"F03"	35	55626	62.9
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Parkinson disease"	"G20"	11	55626	Unreliable
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	28	55626	50.3
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	39	55626	70.1
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	50	55626	89.9
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	20	55626	36.0
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	21	55626	37.8
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	14	55626	Unreliable
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	15	55626	Unreliable
	"Whiteside County, IL"	"17195"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	40	55626	71.9
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10	55175	Unreliable
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	45	55175	81.6
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Unspecified dementia"	"F03"	28	55175	50.7
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	21	55175	38.1
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	32	55175	58.0
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	46	55175	83.4
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	26	55175	47.1
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Atrial fibrillation and flutter"	"I48"	13	55175	Unreliable
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	25	55175	45.3
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Cardiomegaly"	"I51.7"	10	55175	Unreliable
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	55175	Unreliable
	"Whiteside County, IL"	"17195"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	48	55175	87.0
	"Will County, IL"	"17197"	"2016"	"2016"	"Enterocolitis due to Clostridium difficile"	"A04.7"	10	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	44	689529	6.4
	"Will County, IL"	"17197"	"2016"	"2016"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	21	689529	3.0
	"Will County, IL"	"17197"	"2016"	"2016"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	17	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	63	689529	9.1
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of rectosigmoid junction"	"C19"	10	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of rectum"	"C20"	22	689529	3.2
	"Will County, IL"	"17197"	"2016"	"2016"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	10	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	15	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	14	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	56	689529	8.1
	"Will County, IL"	"17197"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	313	689529	45.4
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	15	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	10	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	76	689529	11.0
	"Will County, IL"	"17197"	"2016"	"2016"	"Endometrium - Malignant neoplasms"	"C54.1"	13	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of uterus, part unspecified"	"C55"	13	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of ovary"	"C56"	22	689529	3.2
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of prostate"	"C61"	49	689529	7.1
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	28	689529	4.1
	"Will County, IL"	"17197"	"2016"	"2016"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	26	689529	3.8
	"Will County, IL"	"17197"	"2016"	"2016"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	30	689529	4.4
	"Will County, IL"	"17197"	"2016"	"2016"	"Malignant neoplasm without specification of site"	"C80"	48	689529	7.0
	"Will County, IL"	"17197"	"2016"	"2016"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	10	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	22	689529	3.2
	"Will County, IL"	"17197"	"2016"	"2016"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	22	689529	3.2
	"Will County, IL"	"17197"	"2016"	"2016"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	11	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	18	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	19	689529	Unreliable
	"Will County, IL"	"17197"	"2016"	"2016"	"Unspecified diabetes mellitus, without complications"	"E14.9"	44	689529	6.4
